"w1","w0"
"how","is"
"im","to"
"s","to"
"sure","i"
"the","black"
"the","were"
"congrats","to"
"it","or"
"my","eyes"
"the","woman"
"to","deal"
"to","enjoy"
"to","finish"
"was","great"
"can","also"
"how","we"
"leave","the"
"the","amount"
"the","plan"
"what","about"
"back","at"
"but","no"
"fan","of"
"found","out"
"in","town"
"is","up"
"its","hard"
"majority","of"
"might","not"
"more","like"
"saw","a"
"the","left"
"they","just"
"thing","is"
"to","begin"
"be","my"
"for","many"
"for","minutes"
"it","from"
"last","season"
"moved","to"
"no","problem"
"parts","of"
"rt","if"
"who","would"
"about","minutes"
"city","and"
"fun","to"
"moment","when"
"never","be"
"now","you"
"on","some"
"than","in"
"to","figure"
"unable","to"
"was","there"
"a","kid"
"a","point"
"at","your"
"for","two"
"his","life"
"should","not"
"can","go"
"grew","up"
"help","the"
"ive","got"
"our","lives"
"the","bar"
"the","body"
"and","give"
"friday","night"
"from","and"
"how","long"
"super","bowl"
"the","situation"
"about","her"
"am","going"
"it","we"
"that","as"
"the","so"
"to","lose"
"at","her"
"do","anything"
"even","when"
"here","to"
"it","into"
"life","in"
"remember","the"
"the","video"
"time","you"
"tired","of"
"to","improve"
"an","awesome"
"at","an"
"at","night"
"does","the"
"is","great"
"police","said"
"said","of"
"same","thing"
"the","or"
"this","day"
"water","and"
"you","did"
"being","the"
"came","from"
"for","any"
"me","as"
"oh","i"
"the","river"
"they","get"
"go","and"
"i","bought"
"in","many"
"percent","to"
"so","hard"
"someone","else"
"was","it"
"worth","it"
"year","of"
"he","told"
"in","may"
"is","by"
"it","c"
"it","now"
"my","son"
"so","long"
"the","fire"
"to","hit"
"and","ic"
"from","that"
"here","we"
"if","this"
"is","much"
"me","it"
"more","i"
"the","this"
"to","remember"
"us","for"
"a","total"
"get","that"
"great","time"
"i","wouldnt"
"my","parents"
"that","some"
"when","my"
"with","other"
"anyone","who"
"care","about"
"fun","and"
"get","into"
"give","the"
"the","previous"
"up","from"
"about","your"
"done","with"
"in","washington"
"it","means"
"them","with"
"to","each"
"was","more"
"could","do"
"from","your"
"had","in"
"he","wants"
"it","down"
"music","and"
"no","how"
"that","much"
"the","largest"
"and","would"
"are","they"
"my","kids"
"new","and"
"no","to"
"that","no"
"the","no"
"thought","of"
"today","the"
"using","a"
"who","you"
"a","perfect"
"by","my"
"dont","you"
"felt","like"
"here","for"
"his","and"
"in","april"
"ive","never"
"just","so"
"me","my"
"more","in"
"more","time"
"related","to"
"such","an"
"the","bus"
"what","does"
"work","i"
"a","moment"
"a","much"
"around","and"
"at","our"
"but","with"
"i","came"
"in","two"
"think","they"
"about","their"
"at","i"
"comes","from"
"i","so"
"it","he"
"so","its"
"stay","tuned"
"the","days"
"the","gym"
"them","a"
"ask","for"
"be","one"
"can","find"
"exactly","what"
"first","and"
"i","at"
"kinds","of"
"that","your"
"the","highest"
"to","cover"
"was","only"
"when","your"
"white","house"
"you","going"
"at","in"
"buy","a"
"i","ever"
"of","on"
"play","in"
"real","estate"
"the","month"
"to","break"
"a","baby"
"be","like"
"dont","care"
"found","in"
"in","st"
"in","terms"
"my","name"
"sometimes","i"
"the","senate"
"thought","that"
"can","have"
"her","in"
"im","the"
"make","up"
"oh","and"
"time","is"
"a","song"
"at","you"
"dealing","with"
"in","june"
"it","im"
"that","but"
"the","league"
"vice","president"
"we","didnt"
"a","plan"
"a","world"
"if","youc"
"now","to"
"person","who"
"the","deal"
"the","death"
"the","title"
"this","game"
"to","percent"
"a","party"
"asked","to"
"back","i"
"cup","of"
"does","that"
"in","february"
"is","doing"
"man","i"
"not","on"
"now","we"
"of","years"
"to","other"
"by","an"
"i","bet"
"if","that"
"that","make"
"told","him"
"where","it"
"and","people"
"its","an"
"most","important"
"of","at"
"read","it"
"role","in"
"supreme","court"
"the","dark"
"think","im"
"to","out"
"to","set"
"your","and"
"but","thats"
"few","months"
"get","you"
"is","you"
"it","its"
"only","thing"
"so","this"
"stay","in"
"stop","by"
"the","block"
"time","when"
"to","vote"
"a","sense"
"as","my"
"in","when"
"now","its"
"now","on"
"responsible","for"
"said","this"
"the","nation"
"the","town"
"then","we"
"thinking","of"
"a","simple"
"e","you"
"in","la"
"is","our"
"know","who"
"know","why"
"make","my"
"not","yet"
"says","he"
"the","library"
"the","results"
"why","not"
"as","and"
"before","he"
"but","is"
"coming","out"
"designed","to"
"focused","on"
"just","that"
"making","it"
"the","chance"
"try","and"
"world","and"
"because","its"
"because","she"
"being","in"
"cant","get"
"enough","for"
"id","like"
"just","not"
"the","companys"
"to","celebrate"
"to","grow"
"we","cant"
"win","a"
"are","my"
"he","doesnt"
"know","its"
"my","brother"
"my","daughter"
"the","average"
"way","that"
"a","black"
"a","trip"
"above","the"
"also","have"
"compared","to"
"heading","to"
"last","day"
"more","information"
"no","doubt"
"of","money"
"the","children"
"they","also"
"this","a"
"years","the"
"about","me"
"can","take"
"children","and"
"in","november"
"in","years"
"life","of"
"makes","you"
"my","is"
"now","is"
"of","water"
"on","april"
"that","doesnt"
"the","corner"
"the","rain"
"we","must"
"a","gift"
"i","in"
"me","is"
"not","at"
"s","just"
"things","in"
"to","serve"
"you","not"
"age","of"
"and","yet"
"be","here"
"everyone","else"
"is","but"
"said","his"
"the","art"
"the","general"
"who","i"
"you","back"
"an","of"
"everyone","is"
"know","where"
"like","my"
"no","what"
"response","to"
"that","just"
"that","many"
"the","land"
"there","a"
"this","but"
"with","more"
"also","to"
"aware","of"
"him","for"
"is","important"
"it","because"
"most","people"
"my","birthday"
"name","is"
"outside","of"
"that","made"
"then","he"
"a","public"
"a","run"
"go","in"
"it","back"
"start","the"
"that","our"
"there","in"
"turns","out"
"two","days"
"and","itc"
"forget","to"
"in","every"
"talked","about"
"together","and"
"used","in"
"e","itc"
"here","at"
"i","take"
"just","finished"
"on","tv"
"or","is"
"season","and"
"the","blazers"
"the","result"
"the","sky"
"where","are"
"you","is"
"a","shot"
"and","why"
"be","by"
"dont","be"
"guys","are"
"had","some"
"in","these"
"me","what"
"now","in"
"of","each"
"t","think"
"the","decision"
"to","myself"
"us","know"
"work","to"
"a","record"
"could","get"
"for","instance"
"have","so"
"i","liked"
"in","as"
"is","c"
"now","a"
"this","way"
"a","house"
"declined","to"
"doesnt","have"
"goes","to"
"it","right"
"love","for"
"makes","a"
"so","and"
"the","uk"
"the","worlds"
"their","lives"
"to","return"
"what","she"
"and","another"
"and","love"
"home","from"
"i","swear"
"it","did"
"says","that"
"the","young"
"time","it"
"time","on"
"wanting","to"
"what","im"
"year","ago"
"and","about"
"and","but"
"at","its"
"first","day"
"for","new"
"from","one"
"in","july"
"know","when"
"lives","in"
"me","this"
"on","with"
"or","if"
"someone","to"
"start","of"
"the","fuck"
"the","teams"
"where","is"
"with","what"
"years","later"
"from","me"
"of","mine"
"out","what"
"play","the"
"say","they"
"to","mention"
"us","at"
"a","break"
"e","it"
"go","through"
"i","not"
"not","enough"
"of","love"
"so","in"
"the","north"
"them","out"
"work","out"
"a","deal"
"a","show"
"arenc","t"
"he","wanted"
"love","is"
"not","i"
"power","of"
"the","earth"
"you","come"
"you","didnt"
"you","take"
"and","every"
"morning","i"
"that","may"
"this","be"
"you","as"
"a","question"
"a","row"
"a","variety"
"am","the"
"has","had"
"hoping","to"
"im","glad"
"is","he"
"realize","that"
"relationship","with"
"right","i"
"saturday","night"
"that","ic"
"years","to"
"you","what"
"your","heart"
"back","the"
"best","to"
"love","of"
"me","about"
"me","how"
"not","my"
"s","in"
"take","on"
"were","at"
"were","so"
"case","of"
"decision","to"
"have","i"
"is","awesome"
"once","a"
"people","with"
"the","course"
"the","stage"
"then","it"
"a","white"
"am","in"
"block","of"
"c","s"
"from","you"
"lived","in"
"night","at"
"remember","that"
"sent","to"
"similar","to"
"so","bad"
"so","when"
"something","about"
"they","know"
"want","the"
"a","third"
"became","a"
"came","in"
"down","a"
"example","of"
"godc","s"
"her","a"
"his","head"
"just","me"
"my","wife"
"world","is"
"about","and"
"any","more"
"believe","it"
"he","made"
"head","of"
"make","this"
"maybe","i"
"on","them"
"that","on"
"the","budget"
"the","post"
"the","use"
"today","at"
"tonight","i"
"and","dont"
"as","c"
"go","into"
"great","and"
"had","not"
"rid","of"
"the","subject"
"though","it"
"today","in"
"us","that"
"advantage","of"
"and","never"
"every","single"
"herec","s"
"including","a"
"play","with"
"the","ability"
"the","times"
"them","as"
"time","but"
"to","drive"
"understand","the"
"vote","for"
"whether","the"
"wrong","with"
"you","up"
"a","list"
"be","made"
"be","very"
"before","it"
"for","not"
"how","he"
"made","in"
"the","blog"
"the","part"
"to","fight"
"a","lovely"
"and","family"
"do","they"
"forced","to"
"go","home"
"not","know"
"reason","to"
"then","a"
"to","from"
"way","you"
"you","if"
"a","sign"
"and","went"
"c","in"
"c","to"
"copy","of"
"depending","on"
"have","come"
"high","and"
"is","when"
"known","for"
"lot","more"
"that","even"
"that","their"
"the","history"
"to","someone"
"used","the"
"want","you"
"with","in"
"black","and"
"desire","to"
"his","father"
"my","time"
"not","being"
"that","might"
"they","be"
"you","your"
"have","said"
"is","because"
"night","in"
"time","at"
"to","listen"
"with","these"
"do","in"
"health","and"
"hear","the"
"i","and"
"i","wrote"
"is","where"
"made","my"
"my","face"
"or","maybe"
"out","how"
"people","of"
"taking","the"
"the","picture"
"those","are"
"weve","got"
"with","of"
"you","when"
"every","year"
"i","forgot"
"like","im"
"new","orleans"
"th","and"
"the","sound"
"this","past"
"through","my"
"a","national"
"but","itc"
"first","to"
"he","just"
"him","he"
"least","one"
"not","much"
"of","or"
"on","earth"
"one","the"
"or","just"
"the","age"
"the","lead"
"this","new"
"to","back"
"to","ensure"
"what","kind"
"a","reason"
"a","similar"
"ago","and"
"birthday","to"
"catch","up"
"congrats","on"
"didnt","get"
"game","in"
"have","on"
"headed","to"
"i","realized"
"ive","had"
"t","get"
"them","but"
"these","things"
"time","he"
"to","post"
"also","has"
"came","up"
"have","for"
"i","learned"
"i","understand"
"it","my"
"join","the"
"like","they"
"than","it"
"that","said"
"the","majority"
"the","said"
"thing","about"
"up","by"
"you","about"
"a","dream"
"a","hot"
"am","and"
"before","they"
"day","with"
"even","in"
"for","everyone"
"of","america"
"once","the"
"pictures","of"
"show","the"
"the","council"
"the","have"
"the","which"
"this","as"
"to","so"
"why","you"
"bout","to"
"city","council"
"control","of"
"didnt","want"
"easier","to"
"great","job"
"him","on"
"is","such"
"me","like"
"money","and"
"their","first"
"whats","your"
"would","do"
"and","being"
"build","a"
"can","use"
"each","day"
"everyone","who"
"in","general"
"is","right"
"line","of"
"me","some"
"or","other"
"something","like"
"the","audience"
"the","browns"
"want","it"
"we","also"
"what","makes"
"be","doing"
"few","of"
"for","something"
"heard","of"
"i","were"
"is","nothing"
"just","be"
"kids","and"
"money","for"
"much","fun"
"rt","the"
"the","four"
"the","they"
"asked","me"
"be","i"
"for","hours"
"have","and"
"i","give"
"left","to"
"move","to"
"points","and"
"returned","to"
"the","author"
"the","blue"
"the","edge"
"the","nba"
"the","war"
"we","a"
"year","for"
"a","city"
"are","with"
"do","u"
"have","this"
"i","this"
"in","both"
"it","gets"
"me","or"
"my","to"
"of","fun"
"on","may"
"said","there"
"the","men"
"their","and"
"to","enter"
"to","these"
"who","wants"
"you","mean"
"hit","a"
"is","here"
"it","came"
"makes","the"
"morning","and"
"next","day"
"one","was"
"range","of"
"th","century"
"the","bank"
"the","box"
"the","club"
"the","garden"
"youre","welcome"
"an","interview"
"be","found"
"in","bed"
"not","want"
"now","for"
"same","way"
"thanks","i"
"the","by"
"to","receive"
"york","city"
"a","is"
"before","we"
"everything","is"
"for","every"
"get","ready"
"said","you"
"some","more"
"than","you"
"they","said"
"to","explain"
"wait","until"
"would","take"
"after","his"
"and","yes"
"be","great"
"begin","to"
"for","sharing"
"have","their"
"having","the"
"is","back"
"my","car"
"only","in"
"right","in"
"the","students"
"this","years"
"time","that"
"view","of"
"was","out"
"who","to"
"at","their"
"its","my"
"ive","ever"
"she","could"
"some","new"
"up","this"
"when","its"
"a","idea"
"but","ic"
"death","of"
"e","ic"
"kansas","city"
"of","public"
"scheduled","to"
"that","at"
"that","with"
"the","paper"
"the","when"
"they","didnt"
"they","may"
"this","case"
"types","of"
"way","for"
"and","maybe"
"doesnt","mean"
"id","be"
"it","works"
"its","in"
"me","from"
"other","day"
"people","were"
"show","that"
"the","details"
"the","goal"
"the","san"
"think","he"
"to","prevent"
"to","who"
"and","like"
"beyond","the"
"center","in"
"early","in"
"got","some"
"i","for"
"in","line"
"in","october"
"loved","the"
"of","more"
"refused","to"
"the","giants"
"the","many"
"toward","the"
"who","knows"
"you","doing"
"are","always"
"get","this"
"however","the"
"in","just"
"many","years"
"men","and"
"they","the"
"think","this"
"this","would"
"and","am"
"and","white"
"cause","i"
"days","i"
"for","lunch"
"hang","out"
"him","that"
"hit","me"
"i","already"
"months","of"
"not","about"
"other","side"
"place","the"
"set","the"
"some","great"
"that","these"
"the","governor"
"the","guys"
"with","i"
"youve","got"
"could","go"
"do","some"
"far","more"
"his","name"
"or","i"
"place","for"
"s","c"
"the","baby"
"within","a"
"an","for"
"and","enjoy"
"and","them"
"be","out"
"heart","of"
"of","about"
"they","make"
"to","reduce"
"were","just"
"you","from"
"and","found"
"and","friends"
"and","up"
"are","about"
"center","of"
"do","have"
"even","know"
"few","minutes"
"game","is"
"i","left"
"of","state"
"the","cardinals"
"the","record"
"the","window"
"things","and"
"to","stand"
"under","a"
"would","never"
